species_slug,dexnum_int,entry_order,flavor_text_en
blaziken,257,1,"In battle, BLAZIKEN blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this POKéMON’s wrists burn."
blaziken,257,2,BLAZIKEN has incredibly strong legs - it can easily clear a 30-story building in one leap. This POKéMON’s blazing punches leave its foes scorched and blackened.
blaziken,257,3,"It learns martial arts that use punches and kicks. Every several years, its old feathers burn off, and new, supple feathers grow back in their place."
blaziken,257,4,"When facing a tough foe, it looses flames from its wrists. Its powerful legs let it jump clear over buildings."
blaziken,257,5,"Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes."
blaziken,257,6,It can clear a 30-story building in a leap. Its fiery punches scorch its foes.
blaziken,257,7,"In battle, Blaziken blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this Pokémon’s wrists burn."
blaziken,257,8,Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.
mudkip,258,1,"The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this POKéMON can determine what is taking place around it without using its eyes."
mudkip,258,2,"In water, MUDKIP breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this POKéMON will unleash its amazing power - it can crush rocks bigger than itself."
mudkip,258,3,"On land, it can powerfully lift large boulders by planting its four feet and heaving. It sleeps by burying itself in soil at the water’s edge."
mudkip,258,4,Its large tail fin propels it through water with powerful acceleration. It is strong in spite of its size.
mudkip,258,5,"To alert it, the fin on its head senses the flow of water. It has the strength to heft boulders."
mudkip,258,6,Its power can crush boulders. It rests by covering itself with mud at the bottom of a river.
mudkip,258,7,"The fin on Mudkip’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this Pokémon can determine what is taking place around it without using its eyes."
mudkip,258,8,"In water, Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this Pokémon will unleash its amazing power—it can crush rocks bigger than itself."
marshtomp,259,1,"The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land. This POKéMON plays in mud on beaches when the ocean tide is low."
marshtomp,259,2,"MARSHTOMP is much faster at traveling through mud than it is at swimming. This POKéMON’s hindquarters exhibit obvious development, giving it the ability to walk on just its hind legs."
marshtomp,259,3,"Its toughened hind legs enable it to stand upright. Because it weakens if its skin dries out, it replenishes fluids by playing in mud."
marshtomp,259,4,It is at its best when on muddy ground with poor footing. It quickly overwhelms foes struggling in mud.
marshtomp,259,5,"Its sturdy legs give it sure footing, even in mud. It burrows into dirt to sleep."
marshtomp,259,6,Living on muddy ground that provides poor footing has made its legs sturdy.
marshtomp,259,7,"The surface of Marshtomp’s body is enveloped by a thin, sticky film that enables it to live on land. This Pokémon plays in mud on beaches when the ocean tide is low."
marshtomp,259,8,"Marshtomp is much faster at traveling through mud than it is at swimming. This Pokémon’s hindquarters exhibit obvious development, giving it the ability to walk on just its hind legs."
swampert,260,1,SWAMPERT is very strong. It has enough power to easily drag a boulder weighing more than a ton. This POKéMON also has powerful vision that lets it see even in murky water.
swampert,260,2,"SWAMPERT predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself."
swampert,260,3,"If it senses the approach of a storm and a tidal wave, it protects its seaside nest by piling up boulders. It swims as fast as a jet ski."
swampert,260,4,"Its arms are rock-hard. With one swing, they can batter down its foe. It makes its nest on beautiful beaches."
swampert,260,5,It can swim while towing a large ship. It bashes down foes with a swing of its thick arms.
swampert,260,6,"Its arms are hard as rock. With one swing, it can break a boulder into pieces."
swampert,260,7,Swampert is very strong. It has enough power to easily drag a boulder weighing more than a ton. This Pokémon also has powerful vision that lets it see even in murky water.
swampert,260,8,"Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself."
poochyena,261,1,"At first sight, POOCHYENA takes a bite at anything that moves. This POKéMON chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back."
poochyena,261,2,POOCHYENA is an omnivore - it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This POKéMON tries to intimidate its foes by making the hair on its tail bristle out.
poochyena,261,3,"It savagely threatens foes with bared fangs. It chases after fleeing targets tenaciously. It turns tail and runs, however, if the foe strikes back."
poochyena,261,4,It has a very tenacious nature. Its acute sense of smell lets it chase a chosen prey without ever losing track.
poochyena,261,5,"A Pokémon with a persistent nature, it chases its chosen prey until the prey becomes exhausted."
poochyena,261,6,"It chases its prey until the victim becomes exhausted. However, it turns tail if the prey strikes back."
poochyena,261,7,"At first sight, Poochyena takes a bite at anything that moves. This Pokémon chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back."
poochyena,261,8,Poochyena is an omnivore—it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This Pokémon tries to intimidate its foes by making the hair on its tail bristle out.
mightyena,262,1,MIGHTYENA gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This POKéMON will bite savagely with its sharply pointed fangs.
mightyena,262,2,MIGHTYENA travel and act as a pack in the wild. The memory of its life in the wild compels the POKéMON to obey only those TRAINERS that it recognizes to possess superior skill.
mightyena,262,3,"In the wild, MIGHTYENA live in a pack. They never defy their leader’s orders. They defeat foes with perfectly coordinated teamwork."
mightyena,262,4,It will always obey the commands of a skilled TRAINER. Its behavior arises from its living in packs in ancient times.
mightyena,262,5,It chases down prey in a pack. It will never disobey the commands of a skilled Trainer.
mightyena,262,6,It chases down prey in a pack of around ten. They defeat foes with perfectly coordinated teamwork.
mightyena,262,7,It will always obey the commands of a skilled Trainer. Its behavior arises from its living in packs in ancient times.
mightyena,262,8,Mightyena gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This Pokémon will bite savagely with its sharply pointed fangs.
mightyena,262,9,Mightyena travel and act as a pack in the wild. The memory of its life in the wild compels the Pokémon to obey only those Trainers that it recognizes to possess superior skill.
